Metric,Period Type,Period,Policy Type,Issue Policy,Task Type,Task,Location,Market,Result
Category share,quarterly,Jul-Sep 2022,issue,Minor safety,all,all,all,all,0.429
Category share,quarterly,Jul-Sep 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.065
Category share,quarterly,Jul-Sep 2022,issue,Violent and graphic content,all,all,all,all,0.09300000000000001
Category share,quarterly,Jul-Sep 2022,issue,Violent extremism,all,all,all,all,0.01
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity and sexual activity involving adults,task_type,human moderation,all,all,0.711
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation,task_type,human moderation,all,all,0.289
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.693
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.8759999999999999
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.109
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.015
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.573
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.42700000000000005
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.013999999999999999
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.134
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.15
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.04
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.344
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.318
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.306
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.6940000000000001
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.023
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.134
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.768
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.042
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.033
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.01
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.29600000000000004
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,1.0
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.22399999999999998
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.7759999999999999
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,all,all,110954663.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Sweden,282943.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Japan,295315.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Belarus,309114.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Jordan,310724.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Lebanon,321510.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Libya,330252.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Azerbaijan,334579.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,South Africa,376251.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Laos,389064.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Netherlands,419182.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Morocco,420565.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Venezuela,471528.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Romania,473086.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Chile,520689.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Australia,546330.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Cambodia,643949.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Myanmar,653512.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Malaysia,659306.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Israel,688579.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Poland,691135.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Dominican Republic,751048.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Peru,757285.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Arab Emirates,793167.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ecuador,810017.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nigeria,859458.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Argentina,876885.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Algeria,883884.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Egypt,947592.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Germany,948467.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ukraine,996969.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,France,1008996.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Canada,1105074.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Kazakhstan,1116677.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nepal,1219961.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Italy,1309046.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Spain,1467595.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Colombia,1654996.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Thailand,2125987.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Saudi Arabia,2164069.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Vietnam,2286018.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Turkey,2432535.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Iraq,2505892.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Kingdom,2889003.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Mexico,3136897.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Philippines,5516270.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Bangladesh,5960758.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Brazil,6019420.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Indonesia,8236930.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,Pakistan,14117817.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,Market,United States,18369951.0
Total videos removed,quarterly,Jul-Sep 2022,all,all,task_type,automation,all,all,53287839.0
Removal rate of published,quarterly,Jul-Sep 2022,all,all,all,all,all,all,0.009000000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.9329999999999999
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ukraine,0.8440000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Germany,0.899
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Romania,0.904
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Sweden,0.9179999999999999
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,France,0.922
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Netherlands,0.925
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Poland,0.925
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Kingdom,0.9329999999999999
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Australia,0.937
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Canada,0.938
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Saudi Arabia,0.9390000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Belarus,0.94
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Jordan,0.94
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Japan,0.943
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Italy,0.9440000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,United Arab Emirates,0.9440000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,United States,0.946
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Vietnam,0.9470000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Iraq,0.9520000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Malaysia,0.955
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Israel,0.956
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Morocco,0.956
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Turkey,0.9570000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Azerbaijan,0.9590000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Spain,0.9590000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Egypt,0.961
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,South Africa,0.9620000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Algeria,0.965
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Lebanon,0.965
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Chile,0.966
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Libya,0.973
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Peru,0.973
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nepal,0.9740000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Argentina,0.975
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Kazakhstan,0.978
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Mexico,0.981
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Philippines,0.9840000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Indonesia,0.985
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Dominican Republic,0.986
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Ecuador,0.986
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Myanmar,0.986
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Nigeria,0.986
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Thailand,0.986
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Brazil,0.987
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Colombia,0.987
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Pakistan,0.9890000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Venezuela,0.99
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Bangladesh,0.995
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Cambodia,0.995
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,Market,Laos,0.996
Proactive removal rate,quarterly,Jul-Sep 2022,all,all,all,all,all,all,0.965
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Harassment and bullying,all,all,all,all,0.838
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Hateful behavior,all,all,all,all,0.855
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.977
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Integrity and authenticity,all,all,all,all,0.92
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Minor safety,all,all,all,all,0.985
Proactive removal rate,quarterly,Jul-Sep 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.965
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Violent and graphic content,all,all,all,all,0.977
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Violent extremism,all,all,all,all,0.941
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity and sexual activity involving adults,task_type,human moderation,all,all,0.894
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation,task_type,human moderation,all,all,0.9059999999999999
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.945
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.821
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.762
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.872
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.894
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.7609999999999999
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.8290000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.9390000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.885
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.932
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.985
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.968
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.7879999999999999
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.873
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.966
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.965
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.97
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.9640000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.951
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.866
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.9670000000000001
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,0.977
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.889
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.9329999999999999
Videos restored,quarterly,Jul-Sep 2022,all,all,all,all,all,all,6937997.0
Total accounts removed,quarterly,Oct-Dec 2022,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,17877316.0
Total accounts removed,quarterly,Oct-Dec 2022,ban_reason,Other accounts removed,all,all,all,all,3847196.0
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.9059999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Malaysia,0.807
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Spain,0.8170000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,France,0.8220000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Canada,0.8320000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Germany,0.8420000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Italy,0.852
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Mexico,0.856
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,United States,0.8690000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Poland,0.871
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Thailand,0.879
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Netherlands,0.883
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Nepal,0.884
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Australia,0.885
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Vietnam,0.89
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,United Kingdom,0.892
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Romania,0.892
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Egypt,0.898
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Belarus,0.899
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Brazil,0.905
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Somalia,0.909
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,all,all,0.912
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Saudi Arabia,0.9129999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Ukraine,0.9129999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Israel,0.9159999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Philippines,0.922
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Turkey,0.9229999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Myanmar,0.924
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Guatemala,0.924
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Jordan,0.9259999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Azerbaijan,0.9279999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,South Africa,0.929
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Chile,0.93
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Indonesia,0.9309999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Libya,0.9309999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Nigeria,0.9329999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,United Arab Emirates,0.935
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Peru,0.935
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Morocco,0.938
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Colombia,0.9420000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Cambodia,0.9420000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Kazakhstan,0.943
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Algeria,0.943
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Venezuela,0.943
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Dominican Republic,0.9440000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Ecuador,0.945
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Iraq,0.9470000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Argentina,0.948
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Laos,0.9520000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Lebanon,0.9540000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Pakistan,0.955
Removal rate within 24 hours,quarterly,Oct-Dec 2022,all,all,all,all,Market,Bangladesh,0.968
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Dangerous acts and challenges,all,all,all,all,0.8220000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Harassment and bullying,all,all,all,all,0.8140000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Hateful behavior,all,all,all,all,0.8370000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Illegal activities and regulated goods,all,all,all,all,0.929
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Integrity and authenticity,all,all,all,all,0.713
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Minor safety,all,all,all,all,0.93
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,"Suicide, self-harm and disordered eating",all,all,all,all,0.956
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Violent and graphic content,all,all,all,all,0.9179999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Violent extremism,all,all,all,all,0.883
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Nudity and sexual activity involving adults,task_type,human moderation,all,all,0.7979999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual exploitation,task_type,human moderation,all,all,0.902
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Dangerous acts and challenges - Dangerous acts and challenges,task_type,human moderation,all,all,0.708
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Abusive behavior,task_type,human moderation,all,all,0.79
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual harassment,task_type,human moderation,all,all,0.74
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,"Threats of hacking, doxxing, and blackmail",task_type,human moderation,all,all,0.7759999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Attacks and slurs on the basis of protected attributes,task_type,human moderation,all,all,0.862
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Hateful ideology,task_type,human moderation,all,all,0.7659999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Criminal activities,task_type,human moderation,all,all,0.5710000000000001
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,"Drugs, controlled substances, alcohol, and tobacco",task_type,human moderation,all,all,0.77
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Frauds and scams,task_type,human moderation,all,all,0.767
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Gambling,task_type,human moderation,all,all,0.75
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,"Privacy, personal data, and personally identifiable information (PII)",task_type,human moderation,all,all,0.845
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Weapons,task_type,human moderation,all,all,0.853
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.599
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.74
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.769
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.838
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.83
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.765
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.887
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.752
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.91
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,0.9179999999999999
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.81
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.863
Removal rate before any views,quarterly,Oct-Dec 2022,issue,Adult nudity and sexual activities,all,all,all,all,0.7879999999999999
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Malaysia,0.5770000000000001
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,France,0.632
Removal rate before any views,quarterly,Oct-Dec 2022,all,all,all,all,Market,Spain,0.6679999999999999
