Metric,Period type,Period,Policy type,Issue policy,Task type,Task,Location,Market,Result
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,All,All,Market,Thailand,0.006999999999999999
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Nudity & Body Exposure,All,All,Market,Laos,0.193
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexually Suggestive Content,All,All,Market,Cambodia,0.239
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexually Suggestive Content,All,All,Market,United Kingdom,0.1
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Vietnam,0.084
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,South Africa,0.397
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Integrity & Authenticity,All,All,Market,Azerbaijan,0.968
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Integrity & Authenticity,All,All,Market,Nepal,0.985
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Mental & Behavioral Health,All,All,Market,Egypt,0.997
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Privacy & Security,All,All,Market,Japan,0.92
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Regulated Goods & Commercial Activities,All,All,Market,Romania,0.938
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Safety & Civility,All,All,Market,South Korea,0.935
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Misinformation,All,All,Market,Philippines,0.985
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Unoriginal Content & QR Codes,All,All,Market,Canada,0.9590000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Unoriginal Content & QR Codes,All,All,Market,United States,0.9940000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Dangerous Activities & Challenges,All,All,Market,Australia,0.972
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Dangerous Activities & Challenges,All,All,Market,Germany,0.98
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Personal Information,All,All,Market,Vietnam,0.978
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",All,All,Market,Japan,0.884
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Firearms & Dangerous Weapons,All,All,Market,Myanmar,0.998
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Firearms & Dangerous Weapons,All,All,Market,United Arab Emirates,0.992
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,Bangladesh,0.961
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,Mexico,0.9540000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Trade of Regulated Goods & Services,All,All,Market,Iraq,0.934
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Trade of Regulated Goods & Services,All,All,Market,Poland,0.872
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Trade of Regulated Goods & Services,All,All,Market,Spain,0.948
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Harassment & Bullying,All,All,Market,Egypt,0.991
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Hate Speech & Hateful Behavior,All,All,Market,Libya,0.986
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Human Exploitation,All,All,Market,Brazil,0.9670000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Romania,0.607
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,Dominican Republic,0.9890000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Activity & Services,All,All,Market,Saudi Arabia,0.8540000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexually Suggestive Content,All,All,Market,Vietnam,0.976
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Turkey,0.97
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,United States,0.9009999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Regulated Goods & Commercial Activities,All,All,Market,Colombia,0.878
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Regulated Goods & Commercial Activities,All,All,Market,Singapore,0.6859999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Safety & Civility,All,All,Market,Lebanon,0.755
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Safety & Civility,All,All,Market,Libya,0.852
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Sensitive & Mature Themes,All,All,Market,Somalia,0.9329999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Misinformation,All,All,Market,Argentina,0.7929999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Dangerous Activities & Challenges,All,All,Market,Italy,0.772
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Suicide & Self-Harm,All,All,Market,Australia,0.693
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Personal Information,All,All,Market,Somalia,0.9129999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Personal Information,All,All,Market,Ukraine,0.608
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,Netherlands,0.39
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Harassment & Bullying,All,All,Market,Turkey,0.755
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,All,All,Market,Colombia,0.7829999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,All,All,Market,United States,0.537
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexually Suggestive Content,All,All,Market,Somalia,0.759
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexually Suggestive Content,All,All,Market,Ukraine,0.47200000000000003
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Shocking & Graphic Content,All,All,Market,France,0.7809999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,All,All,All,All,Market,Myanmar,0.9059999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,All,All,All,All,Market,United Arab Emirates,0.956
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Issue policy,Mental & Behavioral Health,All,All,Market,Japan,0.833
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Issue policy,Regulated Goods & Commercial Activities,All,All,Market,Somalia,0.9570000000000001
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Issue policy,Youth Safety & Well-Being,All,All,Market,Kazakhstan,0.631
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Fake Engagement,All,All,Market,Laos,0.375
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Misinformation,All,All,Market,Indonesia,0.528
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Dangerous Activities & Challenges,All,All,Market,Bangladesh,0.929
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Suicide & Self-Harm,All,All,Market,Lebanon,0.9279999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Suicide & Self-Harm,All,All,Market,Libya,0.9440000000000001
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Firearms & Dangerous Weapons,All,All,Market,Colombia,0.9840000000000001
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,Austria,0.953
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,South Africa,0.903
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Gambling,All,All,Market,Turkey,0.871
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Harassment & Bullying,All,All,Market,Japan,0.897
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Hate Speech & Hateful Behavior,All,All,Market,Dominican Republic,0.9390000000000001
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Somalia,0.731
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Ukraine,0.898
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,All,All,Market,Saudi Arabia,0.784
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,Germany,0.7140000000000001
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Animal Abuse,All,All,Market,France,0.9259999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Animal Abuse,All,All,Market,Saudi Arabia,0.9059999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Activity & Services,All,All,Market,Vietnam,0.871
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Shocking & Graphic Content,All,All,Market,Myanmar,0.914
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Brazil,0.391
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Cambodia,0.82
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,South Korea,0.7509999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,United Kingdom,0.528
Video: Removal rate of published,Quarterly,Oct-Dec 2023,All,All,All,All,Market,Bangladesh,0.006999999999999999
Video: Removal rate of published,Quarterly,Oct-Dec 2023,All,All,All,All,Market,Turkey,0.018000000000000002
Category share,Quarterly,Oct-Dec 2023,Issue policy,Integrity & Authenticity,All,All,Market,Myanmar,0.012
Category share,Quarterly,Oct-Dec 2023,Issue policy,Privacy & Security,All,All,Market,Australia,0.073
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Fake Engagement,All,All,Market,Bangladesh,0.018000000000000002
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Fake Engagement,All,All,Market,Egypt,0.044000000000000004
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Suicide & Self-Harm,All,All,Market,Nigeria,0.043
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",All,All,Market,Ecuador,0.175
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",All,All,Market,Philippines,0.741
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,Taiwan,0.222
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Gambling,All,All,Market,Indonesia,0.06
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Gambling,All,All,Market,Peru,0.06
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Trade of Regulated Goods & Services,All,All,Market,Malaysia,0.021
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Trade of Regulated Goods & Services,All,All,Market,Thailand,0.018000000000000002
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,All,All,Market,Austria,0.124
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,All,All,Market,Egypt,0.043
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,Azerbaijan,0.13
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,Nepal,0.41200000000000003
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Animal Abuse,All,All,Market,Egypt,0.161
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Activity & Services,All,All,Market,Japan,0.653
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Shocking & Graphic Content,All,All,Market,Italy,0.11800000000000001
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Mexico,0.109
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Canada,0.091
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,United States,0.134
Proactive removal rate,Quarterly,Oct-Dec 2023,All,All,All,All,Market,Brazil,0.98
Proactive removal rate,Quarterly,Oct-Dec 2023,All,All,All,All,Market,Libya,0.992
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Integrity & Authenticity,All,All,Market,Morocco,0.9940000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Mental & Behavioral Health,All,All,Market,Kazakhstan,0.977
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Privacy & Security,All,All,Market,Taiwan,0.8640000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Sensitive & Mature Themes,All,All,Market,South Korea,0.955
Proactive removal rate,Quarterly,Oct-Dec 2023,Issue policy,Youth Safety & Well-Being,All,All,Market,Egypt,0.993
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Civic & Election Integrity,All,All,Market,Indonesia,0.9990000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Fake Engagement,All,All,Market,Philippines,0.971
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Misinformation,All,All,Market,France,0.991
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Unoriginal Content & QR Codes,All,All,Market,Italy,0.997
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Dangerous Activities & Challenges,All,All,Market,Pakistan,0.995
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Suicide & Self-Harm,All,All,Market,Somalia,0.996
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Personal Information,All,All,Market,South Korea,0.9329999999999999
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",All,All,Market,Cambodia,1.0
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",All,All,Market,United Kingdom,0.987
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Harassment & Bullying,All,All,Market,Kazakhstan,0.9209999999999999
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Hate Speech & Hateful Behavior,All,All,Market,Myanmar,0.945
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,All,All,Market,Azerbaijan,0.9790000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,All,All,Market,Israel,0.98
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,All,All,Market,Australia,0.8059999999999999
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,All,All,Market,Germany,0.7979999999999999
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,All,All,Market,Malaysia,0.9209999999999999
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,Colombia,0.99
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,Romania,0.971
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Animal Abuse,All,All,Market,Germany,0.927
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Activity & Services,All,All,Market,Bangladesh,0.972
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Activity & Services,All,All,Market,Mexico,0.889
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexually Suggestive Content,All,All,Market,Austria,0.48700000000000004
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexually Suggestive Content,All,All,Market,South Africa,0.976
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Shocking & Graphic Content,All,All,Market,Brazil,0.986
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Argentina,0.9740000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Ecuador,0.985
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Italy,0.971
Proactive removal rate,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Philippines,0.996
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Privacy & Security,All,All,Market,Pakistan,0.879
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Regulated Goods & Commercial Activities,All,All,Market,Canada,0.772
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Regulated Goods & Commercial Activities,All,All,Market,United States,0.705
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Safety & Civility,All,All,Market,Bangladesh,0.8740000000000001
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Sensitive & Mature Themes,All,All,Market,Pakistan,0.884
Removal rate before any views,Quarterly,Oct-Dec 2023,Issue policy,Sensitive & Mature Themes,All,All,Market,Ukraine,0.66
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Misinformation,All,All,All,All,0.674
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Unoriginal Content & QR Codes,All,All,Market,Kazakhstan,0.9
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Dangerous Activities & Challenges,All,All,Market,Dominican Republic,0.855
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Suicide & Self-Harm,All,All,Market,Italy,0.743
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Personal Information,All,All,Market,Pakistan,0.879
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",All,All,Market,France,0.775
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Firearms & Dangerous Weapons,All,All,Market,Vietnam,0.614
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Hate Speech & Hateful Behavior,All,All,Market,Bangladesh,0.5529999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Hate Speech & Hateful Behavior,All,All,Market,Mexico,0.511
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Canada,0.257
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,United States,0.455
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent Behaviors & Criminal Activities,All,All,Market,United Arab Emirates,0.564
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,Austria,0.5760000000000001
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,South Africa,0.736
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Animal Abuse,All,All,Market,United Arab Emirates,0.943
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Nudity & Body Exposure,All,All,Market,Japan,0.773
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Activity & Services,All,All,Market,Singapore,0.6829999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Shocking & Graphic Content,All,All,Market,Laos,0.883
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Germany,0.207
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Malaysia,0.316
Removal rate before any views,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Kazakhstan,0.5579999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Issue policy,Integrity & Authenticity,All,All,Market,Kazakhstan,0.93
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Issue policy,Privacy & Security,All,All,Market,Myanmar,0.7879999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Issue policy,Regulated Goods & Commercial Activities,All,All,Market,Pakistan,0.97
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Issue policy,Safety & Civility,All,All,Market,Dominican Republic,0.934
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Misinformation,All,All,Market,Israel,0.6559999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Unoriginal Content & QR Codes,All,All,Market,Romania,0.997
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Dangerous Activities & Challenges,All,All,Market,Mexico,0.836
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Suicide & Self-Harm,All,All,Market,Bangladesh,0.948
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Personal Information,All,All,Market,United Arab Emirates,0.983
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",All,All,Market,Myanmar,0.883
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,Lebanon,0.894
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,Morocco,0.904
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Trade of Regulated Goods & Services,All,All,Market,Italy,0.7170000000000001
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Human Exploitation,All,All,All,All,0.899
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Saudi Arabia,0.649
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,All,All,Market,France,0.779
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,Australia,0.6779999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,Philippines,0.97
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Animal Abuse,All,All,Market,Laos,0.9570000000000001
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Activity & Services,All,All,Market,Somalia,0.79
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Sexual Activity & Services,All,All,Market,Ukraine,0.9570000000000001
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Shocking & Graphic Content,All,All,Market,Japan,0.862
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Colombia,0.905
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Romania,0.867
Total videos removed,Quarterly,Oct-Dec 2023,All,All,All,All,Market,Cambodia,1045398.0
Total videos removed,Quarterly,Oct-Dec 2023,All,All,All,All,Market,South Korea,685250.0
Total videos removed,Quarterly,Oct-Dec 2023,All,All,task_type,Automation,Market,United Arab Emirates,1301896.0
Category share,Quarterly,Oct-Dec 2023,Issue policy,Mental & Behavioral Health,All,All,Market,South Korea,0.038
Category share,Quarterly,Oct-Dec 2023,Issue policy,Privacy & Security,All,All,Market,Italy,0.027999999999999997
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Fake Engagement,All,All,Market,Turkey,0.096
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Dangerous Activities & Challenges,All,All,Market,Kazakhstan,0.946
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",All,All,Market,Argentina,0.263
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",All,All,Market,Italy,0.647
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Firearms & Dangerous Weapons,All,All,Market,Netherlands,0.11
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,Brazil,0.37200000000000005
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,Cambodia,0.033
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Frauds & Scams,All,All,Market,United Kingdom,0.424
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,All,All,Market,Lebanon,0.575
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,All,All,Market,Libya,0.146
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Violent & Hateful Orgs & Individuals,All,All,Market,Morocco,0.214
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Youth Exploitation & Abuse,All,All,Market,Thailand,0.5720000000000001
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Animal Abuse,All,All,Market,Bangladesh,0.099
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Animal Abuse,All,All,Market,Turkey,0.141
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Nudity & Body Exposure,All,All,Market,Israel,0.057
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Shocking & Graphic Content,All,All,Market,Dominican Republic,0.217
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Shocking & Graphic Content,All,All,Market,Iraq,0.693
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Shocking & Graphic Content,All,All,Market,Poland,0.157
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,Shocking & Graphic Content,All,All,Market,Spain,0.07400000000000001
Category share,Quarterly,Oct-Dec 2023,Community guidelines policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Netherlands,0.5670000000000001
