Metric,Period Type,Period,Policy Type,Issue Policy,Task Type,Task,Location,Market,Result
Category share,quarterly,Jul-Sep 2020,issue,Integrity and authenticity,all,all,all,all,0.015
Category share,quarterly,Oct-Dec 2020,issue,Integrity and authenticity,all,all,all,all,0.031
Category share,quarterly,Jan-Mar 2021,issue,Integrity and authenticity,all,all,all,all,0.020
Category share,quarterly,Apr-Jun 2021,issue,Integrity and authenticity,all,all,all,all,0.008
Category share,quarterly,Jul-Sep 2021,issue,Integrity and authenticity,all,all,all,all,0.005
Category share,quarterly,Oct-Dec 2021,issue,Integrity and authenticity,all,all,all,all,0.006
Category share,quarterly,Jan-Mar 2022,issue,Integrity and authenticity,all,all,all,all,0.006
Category share,quarterly,Apr-Jun 2022,issue,Integrity and authenticity,all,all,all,all,0.007
Category share,quarterly,Jul-Sep 2022,issue,Integrity and authenticity,all,all,all,all,0.007
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Integrity and authenticity,all,all,all,all,0.713
Removal rate before any views,quarterly,Oct-Dec 2022,issue,Integrity and authenticity,all,all,all,all,0.695
Category share,quarterly,Oct-Dec 2022,issue,Integrity and authenticity,all,all,all,all,0.009
Proactive removal rate,quarterly,Oct-Dec 2022,issue,Integrity and authenticity,all,all,all,all,0.915
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.553
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.596
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.306
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.788
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.698
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.599
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.891
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Harmful misinformation,task_type,human moderation,all,all,0.611
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.606
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.764
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.694
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.873
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.550
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.740
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.899
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Spam and fake engagement,task_type,human moderation,all,all,0.389
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Minor safety,all,all,all,all,0.939
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Minor safety,all,all,all,all,0.944
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Minor safety,all,all,all,all,0.985
Category share,quarterly,Jul-Sep 2020,issue,Minor safety,all,all,all,all,0.410
Category share,quarterly,Oct-Dec 2020,issue,Minor safety,all,all,all,all,0.312
Category share,quarterly,Jan-Mar 2021,issue,Minor safety,all,all,all,all,0.368
Category share,quarterly,Apr-Jun 2021,issue,Minor safety,all,all,all,all,0.413
Category share,quarterly,Jul-Sep 2021,issue,Minor safety,all,all,all,all,0.510
Category share,quarterly,Oct-Dec 2021,issue,Minor safety,all,all,all,all,0.451
Category share,quarterly,Jan-Mar 2022,issue,Minor safety,all,all,all,all,0.417
Category share,quarterly,Apr-Jun 2022,issue,Minor safety,all,all,all,all,0.437
Category share,quarterly,Jul-Sep 2022,issue,Minor safety,all,all,all,all,0.429
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Minor safety,all,all,all,all,0.930
Removal rate before any views,quarterly,Oct-Dec 2022,issue,Minor safety,all,all,all,all,0.911
Category share,quarterly,Oct-Dec 2022,issue,Minor safety,all,all,all,all,0.333
Proactive removal rate,quarterly,Oct-Dec 2022,issue,Minor safety,all,all,all,all,0.985
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.834
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.849
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.023
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.966
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.739
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.769
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.962
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Grooming behavior,task_type,human moderation,all,all,0.024
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.866
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.855
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.134
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.965
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.811
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.838
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.969
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Harmful activities by minors,task_type,human moderation,all,all,0.211
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.872
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.865
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.768
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.970
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.797
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.830
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.967
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Nudity & sexual activity involving minors,task_type,human moderation,all,all,0.678
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.839
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.849
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.042
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.964
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.650
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.765
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.954
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Physical and psychological harm of minors,task_type,human moderation,all,all,0.054
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.883
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.925
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.033
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.951
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.821
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.887
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.931
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual exploitation of minors,task_type,human moderation,all,all,0.033
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,"Suicide, self-harm and disordered eating",all,all,all,all,0.956
Removal rate before any views,quarterly,Oct-Dec 2022,issue,"Suicide, self-harm and disordered eating",all,all,all,all,0.937
Category share,quarterly,Oct-Dec 2022,issue,"Suicide, self-harm and disordered eating",all,all,all,all,0.028
Proactive removal rate,quarterly,Oct-Dec 2022,issue,"Suicide, self-harm and disordered eating",all,all,all,all,0.981
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.710
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.793
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.010
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.866
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.645
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.752
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.854
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Disordered eating",task_type,human moderation,all,all,0.031
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.916
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.911
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.296
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.967
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.886
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.910
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.967
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,"Suicide, self-harm and disordered eating - Suicide and self-harm",task_type,human moderation,all,all,0.969
Removal rate before any views,quarterly,Jul-Sep 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.842
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.884
Proactive removal rate,quarterly,Jul-Sep 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.965
Category share,quarterly,Jul-Sep 2020,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.059
Category share,quarterly,Oct-Dec 2020,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.065
Category share,quarterly,Jan-Mar 2021,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.057
Category share,quarterly,Apr-Jun 2021,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.053
Category share,quarterly,Jul-Sep 2021,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.057
Category share,quarterly,Oct-Dec 2021,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.074
Category share,quarterly,Jan-Mar 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.067
Category share,quarterly,Apr-Jun 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.061
Category share,quarterly,Jul-Sep 2022,issue,"Suicide, self-harm, and dangerous acts",all,all,all,all,0.065
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Violent and graphic content,all,all,all,all,0.912
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Violent and graphic content,all,all,all,all,0.936
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Violent and graphic content,all,all,all,all,0.977
Category share,quarterly,Jul-Sep 2020,issue,Violent and graphic content,all,all,all,all,0.077
Category share,quarterly,Oct-Dec 2020,issue,Violent and graphic content,all,all,all,all,0.086
Category share,quarterly,Jan-Mar 2021,issue,Violent and graphic content,all,all,all,all,0.080
Category share,quarterly,Apr-Jun 2021,issue,Violent and graphic content,all,all,all,all,0.077
Category share,quarterly,Jul-Sep 2021,issue,Violent and graphic content,all,all,all,all,0.074
Category share,quarterly,Oct-Dec 2021,issue,Violent and graphic content,all,all,all,all,0.085
Category share,quarterly,Jan-Mar 2022,issue,Violent and graphic content,all,all,all,all,0.096
Category share,quarterly,Apr-Jun 2022,issue,Violent and graphic content,all,all,all,all,0.093
Category share,quarterly,Jul-Sep 2022,issue,Violent and graphic content,all,all,all,all,0.093
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Violent and graphic content,all,all,all,all,0.918
Removal rate before any views,quarterly,Oct-Dec 2022,issue,Violent and graphic content,all,all,all,all,0.853
Category share,quarterly,Oct-Dec 2022,issue,Violent and graphic content,all,all,all,all,0.080
Proactive removal rate,quarterly,Oct-Dec 2022,issue,Violent and graphic content,all,all,all,all,0.969
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,0.912
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,0.936
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,0.977
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,0.853
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,0.918
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Violent and graphic content,task_type,human moderation,all,all,0.969
Removal rate before any views,quarterly,Jul-Sep 2022,issue,Violent extremism,all,all,all,all,0.855
Removal rate within 24 hours,quarterly,Jul-Sep 2022,issue,Violent extremism,all,all,all,all,0.890
Proactive removal rate,quarterly,Jul-Sep 2022,issue,Violent extremism,all,all,all,all,0.941
Category share,quarterly,Jul-Sep 2020,issue,Violent extremism,all,all,all,all,0.002
Category share,quarterly,Oct-Dec 2020,issue,Violent extremism,all,all,all,all,0.004
Category share,quarterly,Jan-Mar 2021,issue,Violent extremism,all,all,all,all,0.005
Category share,quarterly,Apr-Jun 2021,issue,Violent extremism,all,all,all,all,0.010
Category share,quarterly,Jul-Sep 2021,issue,Violent extremism,all,all,all,all,0.009
Category share,quarterly,Oct-Dec 2021,issue,Violent extremism,all,all,all,all,0.008
Category share,quarterly,Jan-Mar 2022,issue,Violent extremism,all,all,all,all,0.007
Category share,quarterly,Apr-Jun 2022,issue,Violent extremism,all,all,all,all,0.009
Category share,quarterly,Jul-Sep 2022,issue,Violent extremism,all,all,all,all,0.010
Removal rate within 24 hours,quarterly,Oct-Dec 2022,issue,Violent extremism,all,all,all,all,0.883
Removal rate before any views,quarterly,Oct-Dec 2022,issue,Violent extremism,all,all,all,all,0.796
Category share,quarterly,Oct-Dec 2022,issue,Violent extremism,all,all,all,all,0.014
Proactive removal rate,quarterly,Oct-Dec 2022,issue,Violent extremism,all,all,all,all,0.940
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.775
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.860
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.224
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.889
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.552
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.810
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.876
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Threats and incitement to violence,task_type,human moderation,all,all,0.195
Removal rate before any views,quarterly,Jul-Sep 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.826
Removal rate within 24 hours,quarterly,Jul-Sep 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.851
Category share,quarterly,Jul-Sep 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.776
Proactive removal rate,quarterly,Jul-Sep 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.933
Removal rate before any views,quarterly,Oct-Dec 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.785
Removal rate within 24 hours,quarterly,Oct-Dec 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.863
Proactive removal rate,quarterly,Oct-Dec 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.930
Category share,quarterly,Oct-Dec 2022,Community guidelines policy,Violent extremist organizations and individuals,task_type,human moderation,all,all,0.805
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Belarus,0
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Egypt,0
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Hungary,0
Removal rate,half-year,Jul-Dec 2022,all,all,all,all,Market,Luxembourg,0
Total accounts removed,quarterly,Jul-Sep 2020,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,920793
Total accounts removed,quarterly,Oct-Dec 2020,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,3515238
Total accounts removed,quarterly,Jan-Mar 2021,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,7263952
Total accounts removed,quarterly,Apr-Jun 2021,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,11205597
Total accounts removed,quarterly,Jul-Sep 2021,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,12513729
Total accounts removed,quarterly,Oct-Dec 2021,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,15383165
Total accounts removed,quarterly,Jan-Mar 2022,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,20219476
Total accounts removed,quarterly,Apr-Jun 2022,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,20575056
Total accounts removed,quarterly,Jul-Sep 2022,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,19690699
Total accounts removed,quarterly,Oct-Dec 2022,ban_reason,Accounts suspected to be under the age of 13 removed,all,all,all,all,17877316
Total videos removed,quarterly,Jul-Sep 2022,Community guidelines policy,Nudity and sexual activity involving adults,task_type,human moderation,all,all,5817105
Total videos removed,quarterly,Oct-Dec 2022,Community guidelines policy,Nudity and sexual activity involving adults,task_type,human moderation,all,all,4077882
Total videos removed,quarterly,Jul-Sep 2022,Community guidelines policy,Sexual exploitation,task_type,human moderation,all,all,2366779
Total videos removed,quarterly,Oct-Dec 2022,Community guidelines policy,Sexual exploitation,task_type,human moderation,all,all,2010274
Total accounts removed,quarterly,Jul-Sep 2020,all,all,all,all,all,all,1624816
Total accounts removed,quarterly,Oct-Dec 2020,all,all,all,all,all,all,4489692
Total accounts removed,quarterly,Jan-Mar 2021,all,all,all,all,all,all,11149514
Total accounts removed,quarterly,Apr-Jun 2021,all,all,all,all,all,all,14952534
Total accounts removed,quarterly,Jul-Sep 2021,all,all,all,all,all,all,17005726
Total accounts removed,quarterly,Oct-Dec 2021,all,all,all,all,all,all,24107316
Total accounts removed,quarterly,Jan-Mar 2022,all,all,all,all,all,all,44438988
Total accounts removed,quarterly,Apr-Jun 2022,all,all,all,all,all,all,59430082
Total accounts removed,quarterly,Jul-Sep 2022,all,all,all,all,all,all,76436381
Ad removals,quarterly,Jan-Mar 2021,all,all,all,all,all,all,1921900
Ad removals,quarterly,Apr-Jun 2021,all,all,all,all,all,all,1829219
Ad removals,quarterly,Jul-Sep 2021,all,all,all,all,all,all,3392630
Ad removals,quarterly,Oct-Dec 2021,all,all,all,all,all,all,3181858
Ad removals,quarterly,Jan-Mar 2022,all,all,all,all,all,all,5485827
Ad removals,quarterly,Apr-Jun 2022,all,all,all,all,all,all,5148050
Ad removals,quarterly,Jul-Sep 2022,all,all,all,all,all,all,2294262
Ads removed due to account actions,quarterly,Jan-Mar 2021,all,all,all,all,all,all,605253
Ads removed due to account actions,quarterly,Apr-Jun 2021,all,all,all,all,all,all,516006
Ads removed due to account actions,quarterly,Jul-Sep 2021,all,all,all,all,all,all,2976025
Ads removed due to account actions,quarterly,Oct-Dec 2021,all,all,all,all,all,all,2938621
Ads removed due to account actions,quarterly,Jan-Mar 2022,all,all,all,all,all,all,8715899
Ads removed due to account actions,quarterly,Apr-Jun 2022,all,all,all,all,all,all,4221562
Ads removed due to account actions,quarterly,Jul-Sep 2022,all,all,all,all,all,all,5414459
Fake follow requests prevented,quarterly,Apr-Jun 2021,all,all,all,all,all,all,632416873
Fake follow requests prevented,quarterly,Jul-Sep 2021,all,all,all,all,all,all,2078453724
Fake follow requests prevented,quarterly,Oct-Dec 2021,all,all,all,all,all,all,2794306196
Fake follow requests prevented,quarterly,Jan-Mar 2022,all,all,all,all,all,all,4762680655
Fake follow requests prevented,quarterly,Apr-Jun 2022,all,all,all,all,all,all,9898396178
Fake follow requests prevented,quarterly,Jul-Sep 2022,all,all,all,all,all,all,8035218300
Fake followers removed,quarterly,Apr-Jun 2021,all,all,all,all,all,all,71935583
Fake followers removed,quarterly,Jul-Sep 2021,all,all,all,all,all,all,231150220
Fake followers removed,quarterly,Oct-Dec 2021,all,all,all,all,all,all,441985135
Fake followers removed,quarterly,Jan-Mar 2022,all,all,all,all,all,all,623708508
Fake followers removed,quarterly,Apr-Jun 2022,all,all,all,all,all,all,1444824709
Fake followers removed,quarterly,Jul-Sep 2022,all,all,all,all,all,all,759044040
Fake likes prevented,quarterly,Apr-Jun 2021,all,all,all,all,all,all,9612942242
Fake likes prevented,quarterly,Jul-Sep 2021,all,all,all,all,all,all,16594976202
Fake likes prevented,quarterly,Oct-Dec 2021,all,all,all,all,all,all,11917679868
Fake likes prevented,quarterly,Jan-Mar 2022,all,all,all,all,all,all,17585235916
Fake likes prevented,quarterly,Apr-Jun 2022,all,all,all,all,all,all,14651421022
Fake likes prevented,quarterly,Jul-Sep 2022,all,all,all,all,all,all,5481149327
Fake likes removed,quarterly,Apr-Jun 2021,all,all,all,all,all,all,91812066
Fake likes removed,quarterly,Jul-Sep 2021,all,all,all,all,all,all,203708379
Fake likes removed,quarterly,Oct-Dec 2021,all,all,all,all,all,all,285323840
Fake likes removed,quarterly,Jan-Mar 2022,all,all,all,all,all,all,248618160
Fake likes removed,quarterly,Apr-Jun 2022,all,all,all,all,all,all,163774971
Fake likes removed,quarterly,Jul-Sep 2022,all,all,all,all,all,all,146356455
Videos restored,quarterly,Jul-Sep 2020,all,all,all,all,all,all,1315135
Videos restored,quarterly,Oct-Dec 2020,all,all,all,all,all,all,1612146
Videos restored,quarterly,Jan-Mar 2021,all,all,all,all,all,all,2833837
Videos restored,quarterly,Apr-Jun 2021,all,all,all,all,all,all,4663387
Videos restored,quarterly,Jul-Sep 2021,all,all,all,all,all,all,5535378
Videos restored,quarterly,Oct-Dec 2021,all,all,all,all,all,all,4727382
Videos restored,quarterly,Jan-Mar 2022,all,all,all,all,all,all,5025536
Videos restored,quarterly,Apr-Jun 2022,all,all,all,all,all,all,5896218
Videos restored,quarterly,Jul-Sep 2022,all,all,all,all,all,all,6937997
Total videos removed,quarterly,Jul-Sep 2020,all,all,all,all,all,all,43086543
Total videos removed,quarterly,Jul-Sep 2020,all,all,task_type,automation,all,all,3370913
Total videos removed,quarterly,Oct-Dec 2020,all,all,all,all,all,all,46112104
Total videos removed,quarterly,Oct-Dec 2020,all,all,task_type,automation,all,all,4923971
Total videos removed,quarterly,Jan-Mar 2021,all,all,all,all,all,all,61951327
Total videos removed,quarterly,Jan-Mar 2021,all,all,task_type,automation,all,all,8832345
Total videos removed,quarterly,Apr-Jun 2021,all,all,all,all,all,all,81518334
Total videos removed,quarterly,Apr-Jun 2021,all,all,task_type,automation,all,all,16957950
Total videos removed,quarterly,Jul-Sep 2021,all,all,all,all,all,all,91445802
Total videos removed,quarterly,Jul-Sep 2021,all,all,task_type,automation,all,all,31009160
Total videos removed,quarterly,Oct-Dec 2021,all,all,all,all,all,all,85794222
Total videos removed,quarterly,Oct-Dec 2021,all,all,task_type,automation,all,all,28389936
Total videos removed,quarterly,Jan-Mar 2022,all,all,all,all,all,all,102305516
Total videos removed,quarterly,Jan-Mar 2022,all,all,task_type,automation,all,all,34726592
Total videos removed,quarterly,Apr-Jun 2022,all,all,all,all,all,all,113809300
Total videos removed,quarterly,Apr-Jun 2022,all,all,task_type,automation,all,all,48011571
Total videos removed,quarterly,Jul-Sep 2022,all,all,all,all,all,all,110954663
Total videos removed,quarterly,Jul-Sep 2022,all,all,task_type,automation,all,all,53287839
Blocked spam account creation,quarterly,Jan-Mar 2021,all,all,all,all,all,all,71470161
Blocked spam account creation,quarterly,Apr-Jun 2021,all,all,all,all,all,all,148759987
Blocked spam account creation,quarterly,Jul-Sep 2021,all,all,all,all,all,all,226557055
Blocked spam account creation,quarterly,Oct-Dec 2021,all,all,all,all,all,all,152118769
Blocked spam account creation,quarterly,Jan-Mar 2022,all,all,all,all,all,all,202019860
Blocked spam account creation,quarterly,Apr-Jun 2022,all,all,all,all,all,all,75228172
