Metric,Period Type,Period,Policy Type,Issue Policy,Task Type,Task,Location,Market,Result
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Peru,0.9840000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Philippines,0.985
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Poland,0.977
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Romania,0.9359999999999999
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Saudi Arabia,0.9890000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Somalia,0.997
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,South Africa,0.992
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Spain,0.985
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Switzerland,0.835
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Taiwan,0.9670000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Thailand,0.94
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Turkey,0.992
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Ukraine,0.826
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,United Arab Emirates,0.956
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,United Kingdom,0.9520000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,United States,0.9209999999999999
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Venezuela,0.987
Proactive removal rate,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Vietnam,0.951
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,all,all,0.258
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Algeria,0.307
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Argentina,0.214
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Australia,0.213
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Azerbaijan,0.27899999999999997
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Bangladesh,0.10800000000000001
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Brazil,0.22399999999999998
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Cambodia,0.252
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Canada,0.348
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Chile,0.22699999999999998
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Colombia,0.16899999999999998
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Dominican Republic,0.198
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Ecuador,0.205
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Egypt,0.32799999999999996
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,France,0.306
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Germany,0.29600000000000004
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Indonesia,0.27699999999999997
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Iraq,0.37200000000000005
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Israel,0.391
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Italy,0.215
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Japan,0.185
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Kazakhstan,0.21
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Laos,0.311
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Lebanon,0.47
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Libya,0.375
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Malaysia,0.28
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Mexico,0.212
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Morocco,0.255
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Myanmar,0.293
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Nepal,0.11
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Netherlands,0.275
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Nigeria,0.35
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Pakistan,0.24
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Peru,0.215
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Philippines,0.27399999999999997
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Poland,0.32799999999999996
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Romania,0.332
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Saudi Arabia,0.306
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Somalia,0.573
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,South Africa,0.253
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Spain,0.184
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Switzerland,0.10300000000000001
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Taiwan,0.126
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Thailand,0.456
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Turkey,0.369
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Ukraine,0.244
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,United Arab Emirates,0.29600000000000004
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,United Kingdom,0.266
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,United States,0.256
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Venezuela,0.141
Category share,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Vietnam,0.203
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,all,all,0.94
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Algeria,0.9440000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Argentina,0.932
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Australia,0.88
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Azerbaijan,0.9490000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Bangladesh,0.9390000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Brazil,0.9470000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Cambodia,0.948
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Canada,0.9
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Chile,0.9329999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Colombia,0.9440000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Dominican Republic,0.9309999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Ecuador,0.946
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Egypt,0.963
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,France,0.9309999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Germany,0.9109999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Indonesia,0.9740000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Iraq,0.9570000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Israel,0.861
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Italy,0.92
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Japan,0.858
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Kazakhstan,0.9590000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Laos,0.9109999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Lebanon,0.965
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Libya,0.971
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Malaysia,0.9790000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Mexico,0.879
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Morocco,0.948
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Myanmar,0.935
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Nepal,0.9259999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Netherlands,0.9420000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Nigeria,0.9490000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Pakistan,0.9440000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Peru,0.9540000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Philippines,0.966
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Poland,0.95
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Romania,0.9390000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Saudi Arabia,0.955
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Somalia,0.915
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,South Africa,0.925
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Spain,0.943
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Switzerland,0.894
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Taiwan,0.971
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Thailand,0.899
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Turkey,0.956
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Ukraine,0.953
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,United Arab Emirates,0.9440000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,United Kingdom,0.9109999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,United States,0.904
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Venezuela,0.922
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Issue policy,Regulated Goods & Commercial Activities,all,all,Market,Vietnam,0.9590000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,all,all,0.9390000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Algeria,0.9470000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Argentina,0.9
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Australia,0.85
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Azerbaijan,0.977
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Bangladesh,0.97
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Brazil,0.855
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Cambodia,0.9329999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Canada,0.8
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Chile,0.88
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Colombia,0.951
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Dominican Republic,0.9640000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Ecuador,0.9109999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Egypt,0.941
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,France,0.912
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Germany,0.897
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Indonesia,0.972
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Iraq,0.9840000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Israel,0.838
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Italy,0.922
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Japan,0.8
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Kazakhstan,0.981
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Laos,0.871
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Lebanon,0.9690000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Libya,0.971
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Malaysia,0.98
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Mexico,0.784
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Morocco,0.9420000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Myanmar,0.9229999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Nepal,0.88
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Netherlands,0.953
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Nigeria,0.92
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Pakistan,0.934
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Peru,0.943
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Philippines,0.9670000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Poland,0.95
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Romania,0.9620000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Saudi Arabia,0.917
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Somalia,0.9309999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,South Africa,0.8809999999999999
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Spain,0.9440000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Switzerland,0.9490000000000001
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Taiwan,0.938
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Thailand,0.902
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Turkey,0.975
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Ukraine,0.966
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,United Arab Emirates,0.956
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,United Kingdom,0.888
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,United States,0.924
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Venezuela,0.963
Removal rate within 24 hours,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Vietnam,0.9359999999999999
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,all,all,0.988
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Algeria,0.99
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Argentina,0.987
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Australia,0.983
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Azerbaijan,0.991
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Bangladesh,0.9990000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Brazil,0.988
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Cambodia,0.9990000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Canada,0.9620000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Chile,0.9740000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Colombia,0.981
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Dominican Republic,0.996
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Ecuador,0.988
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Egypt,0.995
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,France,0.9840000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Germany,0.978
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Indonesia,0.9990000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Iraq,0.996
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Israel,0.9690000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Italy,0.9940000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Japan,0.892
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Kazakhstan,0.982
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Laos,0.9990000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Lebanon,0.996
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Libya,0.993
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Malaysia,0.9940000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Mexico,0.9840000000000001
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Morocco,0.987
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Myanmar,0.998
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Nepal,0.996
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Netherlands,0.99
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Nigeria,0.996
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Pakistan,0.996
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Peru,0.985
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Philippines,0.998
Proactive removal rate,quarterly,Jul-Sep 2023,Community guidelines policy,"Alcohol, Tobacco & Drugs",all,all,Market,Poland,0.987
